customer_id,initial_debt,initial_days_overdue,payment_history_score,persona
1725,998.6,6,10,Unutkan
1726,1877.58,13,7,Dijital_Olmayan
1727,178.43,7,8,Unutkan
1728,374.98,6,10,Unutkan
1729,698.22,13,8,Unutkan
1730,235.87,29,7,Dijital_Olmayan
1731,933.19,14,9,Unutkan
1732,3527.29,31,7,Sıkıntıda
1733,5197.07,42,3,Güçlükte
1734,1804.47,24,7,Dijital_Olmayan
1735,757.18,13,8,Dijital_Olmayan
1736,3322.92,21,6,Sıkıntıda
1737,8551.0,76,1,Güçlükte
1738,4297.75,32,3,Güçlükte
1739,3338.91,21,7,Sıkıntıda
1740,1859.65,36,7,Sıkıntıda
1741,4913.71,30,6,Sıkıntıda
1742,3185.8,20,5,Sıkıntıda
1743,100.25,14,8,Unutkan
1744,910.89,13,10,Unutkan
1745,2562.27,44,5,Sıkıntıda
1746,8375.87,45,1,Güçlükte
1747,794.48,5,8,Unutkan
1748,363.2,13,10,Unutkan
1749,107.67,19,8,Unutkan
1750,514.36,16,9,Unutkan
1751,1125.18,27,7,Dijital_Olmayan
1752,675.25,10,10,Unutkan
1753,4584.69,21,5,Sıkıntıda
1754,349.02,5,8,Unutkan
1755,2909.34,36,6,Sıkıntıda
1756,1778.02,40,6,Sıkıntıda
1757,113.6,17,8,Unutkan
1758,2881.37,51,1,Güçlükte
1759,870.24,12,6,Dijital_Olmayan
1760,110.62,14,10,Unutkan
1761,1212.37,16,5,Sıkıntıda
1762,134.98,12,8,Unutkan
1763,426.74,19,9,Unutkan
1764,830.95,13,9,Unutkan
1765,8654.12,61,4,Güçlükte
1766,8244.5,42,2,Güçlükte
1767,404.61,18,8,Unutkan
1768,715.43,15,10,Unutkan
1769,444.05,8,9,Unutkan
1770,2281.25,37,5,Sıkıntıda
1771,168.25,15,8,Unutkan
1772,847.5,36,7,Sıkıntıda
1773,602.46,13,9,Unutkan
1774,209.03,14,7,Dijital_Olmayan
1775,1585.61,19,8,Dijital_Olmayan
1776,9211.52,70,2,Güçlükte
1777,121.27,10,10,Unutkan
1778,973.11,17,9,Unutkan
1779,108.64,6,9,Unutkan
1780,518.75,11,8,Unutkan
1781,842.78,17,10,Unutkan
1782,5724.79,87,1,Güçlükte
1783,319.8,29,6,Dijital_Olmayan
1784,478.24,13,10,Unutkan
1785,5874.46,42,4,Güçlükte
1786,1913.92,21,7,Sıkıntıda
1787,1884.0,20,6,Sıkıntıda
1788,2157.0,31,5,Sıkıntıda
1789,415.69,18,10,Unutkan
1790,1678.26,61,3,Güçlükte
1791,6862.5,71,2,Güçlükte
1792,4208.64,19,6,Sıkıntıda
1793,518.55,6,9,Unutkan
1794,644.17,17,7,Dijital_Olmayan
1795,712.07,23,8,Dijital_Olmayan
1796,6978.76,40,3,Güçlükte
1797,317.03,8,10,Unutkan
1798,166.77,18,9,Unutkan
1799,1946.13,21,7,Dijital_Olmayan
1800,869.03,15,7,Dijital_Olmayan
1801,3023.21,19,5,Sıkıntıda
1802,2581.0,35,3,Güçlükte
1803,3711.05,19,6,Sıkıntıda
1804,143.04,10,8,Unutkan
1805,2085.09,44,2,Güçlükte
1806,166.33,17,10,Unutkan
1807,391.87,11,10,Unutkan
1808,295.79,8,8,Unutkan
1809,822.85,19,8,Dijital_Olmayan
1810,2739.81,18,7,Sıkıntıda
1811,198.6,19,8,Unutkan
1812,5905.28,80,2,Güçlükte
1813,4726.94,63,3,Güçlükte
1814,639.56,12,10,Unutkan
1815,642.28,19,10,Unutkan
1816,324.98,18,10,Unutkan
1817,298.64,13,9,Unutkan
1818,3410.87,24,6,Sıkıntıda
1819,1374.69,17,7,Dijital_Olmayan
1820,642.93,15,7,Sıkıntıda
1821,2427.61,26,6,Sıkıntıda
1822,1158.21,28,6,Sıkıntıda
1823,8590.51,37,3,Güçlükte
1824,957.52,17,8,Unutkan
1825,376.95,17,9,Unutkan
1826,1941.98,18,7,Sıkıntıda
1827,436.33,5,9,Unutkan
1828,239.81,14,10,Unutkan
1829,587.63,19,7,Dijital_Olmayan
1830,527.67,14,8,Unutkan
1831,709.35,15,7,Dijital_Olmayan
1832,4946.94,38,6,Sıkıntıda
1833,1792.13,15,7,Sıkıntıda
1834,1791.28,35,7,Sıkıntıda
1835,165.87,29,6,Dijital_Olmayan
1836,1990.69,21,7,Sıkıntıda
1837,479.16,13,8,Unutkan
1838,762.89,12,10,Unutkan
1839,4887.09,33,5,Sıkıntıda
1840,636.53,18,10,Unutkan
1841,4355.82,36,5,Sıkıntıda
1842,2355.91,30,4,Güçlükte
1843,969.35,22,8,Dijital_Olmayan
1844,7901.06,69,4,Güçlükte
1845,1181.14,42,5,Sıkıntıda
1846,501.57,19,9,Unutkan
1847,647.44,5,8,Unutkan
1848,924.06,14,10,Unutkan
1849,1829.28,43,6,Sıkıntıda
1850,631.96,9,9,Unutkan
1851,1828.73,18,7,Sıkıntıda
1852,340.08,18,9,Unutkan
1853,1032.93,20,5,Sıkıntıda
1854,8917.4,37,2,Güçlükte
1855,4606.86,25,7,Sıkıntıda
1856,4595.22,86,4,Güçlükte
1857,703.17,40,6,Sıkıntıda
1858,5483.2,77,1,Güçlükte
1859,1941.32,71,1,Güçlükte
1860,802.71,16,8,Unutkan
1861,1756.82,18,8,Dijital_Olmayan
1862,2220.96,39,6,Sıkıntıda
1863,5824.49,38,1,Güçlükte
1864,5360.57,59,4,Güçlükte
1865,521.07,5,8,Unutkan
1866,5766.65,37,1,Güçlükte
1867,158.42,18,10,Unutkan
1868,1989.37,21,6,Sıkıntıda
1869,476.01,9,8,Unutkan
1870,225.82,19,9,Unutkan
1871,4635.43,28,5,Sıkıntıda
1872,280.52,14,8,Unutkan
1873,2742.32,61,2,Güçlükte
1874,5120.22,35,4,Güçlükte
1875,9869.62,76,3,Güçlükte
1876,959.23,16,8,Unutkan
1877,3279.07,44,5,Sıkıntıda
1878,718.07,16,10,Unutkan
1879,788.09,25,8,Dijital_Olmayan
1880,337.28,5,9,Unutkan
1881,2388.78,25,7,Sıkıntıda
1882,745.25,11,10,Unutkan
1883,457.1,8,9,Unutkan
1884,733.43,24,6,Dijital_Olmayan
1885,468.59,17,10,Unutkan
1886,3282.83,42,5,Sıkıntıda
1887,129.24,6,9,Unutkan
1888,4726.43,58,4,Güçlükte
1889,162.76,14,10,Unutkan
1890,315.88,9,9,Unutkan
1891,482.01,11,10,Unutkan
1892,850.69,24,6,Dijital_Olmayan
1893,124.25,13,10,Unutkan
1894,361.88,12,8,Unutkan
1895,5324.27,48,4,Güçlükte
1896,1653.4,23,5,Sıkıntıda
1897,570.99,10,8,Unutkan
1898,264.15,17,8,Unutkan
1899,3824.33,21,7,Sıkıntıda
1900,368.88,7,9,Unutkan
1901,857.14,17,8,Unutkan
1902,843.25,18,10,Unutkan
1903,6785.11,81,3,Güçlükte
1904,3391.31,33,7,Sıkıntıda
1905,4478.74,38,5,Sıkıntıda
1906,927.26,11,8,Unutkan
1907,592.18,18,10,Unutkan
1908,1430.16,17,7,Sıkıntıda
1909,889.72,9,8,Unutkan
1910,1710.98,18,5,Sıkıntıda
1911,344.52,19,10,Unutkan
1912,432.37,15,9,Unutkan
1913,4185.29,25,7,Sıkıntıda
1914,2521.89,47,2,Güçlükte
1915,230.41,22,6,Dijital_Olmayan
1916,3580.13,41,5,Sıkıntıda
1917,227.58,7,9,Unutkan
1918,4865.28,62,4,Güçlükte
1919,3707.87,41,2,Güçlükte
1920,925.23,10,10,Unutkan
1921,864.87,11,10,Unutkan
1922,472.02,9,8,Unutkan
1923,4487.46,18,5,Sıkıntıda
1924,9035.32,74,1,Güçlükte
1925,5958.48,76,1,Güçlükte
1926,1231.18,26,8,Dijital_Olmayan
1927,986.59,41,7,Sıkıntıda
1928,2694.62,30,5,Sıkıntıda
1929,4327.89,26,7,Sıkıntıda
1930,3675.5,62,4,Güçlükte
1931,2750.62,35,3,Güçlükte
1932,1240.9,20,6,Dijital_Olmayan
1933,202.21,23,7,Dijital_Olmayan
1934,5257.68,61,4,Güçlükte
1935,7748.82,78,1,Güçlükte
1936,577.77,13,9,Unutkan
1937,227.45,19,8,Unutkan
1938,2160.9,42,4,Güçlükte
1939,447.5,16,9,Unutkan
1940,796.58,65,3,Güçlükte
1941,202.79,9,8,Unutkan
1942,4117.15,25,6,Sıkıntıda
1943,4753.46,17,5,Sıkıntıda
1944,9839.98,30,3,Güçlükte
1945,412.48,13,8,Dijital_Olmayan
1946,1927.64,25,7,Dijital_Olmayan
1947,504.24,10,8,Unutkan
1948,709.78,44,7,Sıkıntıda
1949,148.24,15,9,Unutkan
1950,3977.85,42,5,Sıkıntıda
1951,751.45,18,10,Unutkan
1952,951.9,36,7,Sıkıntıda
1953,732.28,9,9,Unutkan
1954,7044.35,57,3,Güçlükte
1955,613.2,5,10,Unutkan
1956,2180.6,29,7,Sıkıntıda
1957,1200.37,21,6,Dijital_Olmayan
1958,834.88,11,8,Unutkan
1959,4462.49,32,6,Sıkıntıda
1960,4236.12,33,7,Sıkıntıda
1961,8442.38,80,1,Güçlükte
1962,396.91,5,8,Unutkan
1963,3666.06,23,5,Sıkıntıda
1964,4385.59,17,7,Sıkıntıda
1965,8534.94,50,3,Güçlükte
1966,779.86,5,9,Unutkan
1967,696.49,5,9,Unutkan
1968,8174.22,58,2,Güçlükte
1969,1248.48,20,8,Dijital_Olmayan
1970,1166.89,87,4,Güçlükte
1971,1745.89,29,7,Sıkıntıda
1972,7376.78,59,1,Güçlükte
1973,847.3,8,10,Unutkan
1974,666.78,8,9,Unutkan
1975,248.35,17,10,Unutkan
1976,4548.82,57,1,Güçlükte
1977,2588.72,61,1,Güçlükte
1978,2906.17,34,5,Sıkıntıda
1979,1911.85,43,6,Sıkıntıda
1980,456.09,54,3,Güçlükte
1981,3799.06,40,6,Sıkıntıda
1982,1145.08,23,7,Dijital_Olmayan
1983,3093.58,19,6,Sıkıntıda
1984,9011.85,60,4,Güçlükte
1985,1577.94,40,2,Güçlükte
1986,4651.7,30,1,Güçlükte
1987,4456.55,42,6,Sıkıntıda
1988,507.55,15,10,Unutkan
1989,2307.58,19,5,Sıkıntıda
1990,260.72,19,10,Unutkan
1991,395.47,15,7,Dijital_Olmayan
1992,496.4,83,2,Güçlükte
1993,7364.97,70,2,Güçlükte
1994,9928.55,42,2,Güçlükte
1995,2282.25,29,6,Sıkıntıda
1996,474.04,13,9,Unutkan
1997,196.79,6,9,Unutkan
1998,2658.82,41,6,Sıkıntıda
1999,3262.67,41,6,Sıkıntıda
